Temperature(C),Humidity,LPG,Smoke,Methane,Butane,CO,NH3,CO2,Alcohol,Acetone,Toluene,Benzene,Dangerous Degree
41,65,7.6528,6.75782,0.1073778,0.155538,2.12448,1.757329,1.757329,0.182,4.78,0.7312,160.4716,1
41,65,7.841,6.77516,0.1079878,0.156057,2.15928,1.76152,1.76152,0.185,4.8294,0.7367,161.0496,1
41,65,8.0292,6.7925,0.1085978,0.156576,2.19408,1.765711,1.765711,0.188,4.8788,0.7422,161.6276,1
41,65,8.2174,6.80984,0.1092078,0.157095,2.22888,1.769902,1.769902,0.191,4.9282,0.7477,162.2056,1
41,65,8.4056,6.82718,0.1098178,0.157614,2.26368,1.774093,1.774093,0.194,4.9776,0.7532,162.7836,1
41,65,8.5938,6.84452,0.1104278,0.158133,2.29848,1.778284,1.778284,0.197,5.027,0.7587,163.3616,1
41,65,8.782,6.86186,0.1110378,0.158652,2.33328,1.782475,1.782475,0.2,5.0764,0.7642,163.9396,1
44,65,8.9702,6.8792,0.1116478,0.159171,2.36808,1.786666,1.786666,0.203,5.1258,0.7697,164.5176,1
44,65,9.1584,6.89654,0.1122578,0.15969,2.40288,1.790857,1.790857,0.206,5.1752,0.7752,165.0956,1
44,65,9.3466,6.91388,0.1128678,0.160209,2.43768,1.795048,1.795048,0.209,5.2246,0.7807,165.6736,1
44,65,9.5348,6.93122,0.1134778,0.160728,2.47248,1.799239,1.799239,0.212,5.274,0.7862,166.2516,1
44,65,9.723,6.94856,0.1140878,0.161247,2.50728,1.80343,1.80343,0.215,5.3234,0.7917,166.8296,1
44,65,9.9112,6.9659,0.1146978,0.161766,2.54208,1.807621,1.807621,0.218,5.3728,0.7972,167.4076,1
44,65,10.0994,6.98324,0.1153078,0.162285,2.57688,1.811812,1.811812,0.221,5.4222,0.8027,167.9856,2
44,65,10.2876,7.00058,0.1159178,0.162804,2.61168,1.816003,1.816003,0.224,5.4716,0.8082,168.5636,2
44,65,10.4758,7.01792,0.1165278,0.163323,2.64648,1.820194,1.820194,0.227,5.521,0.8137,169.1416,2
44,65,10.664,7.03526,0.1171378,0.163842,0.9865,1.824385,1.824385,0.23,5.5704,0.8192,169.7196,2
44,65,10.8522,7.0526,0.1177478,0.164361,0.85674,1.828576,1.828576,0.233,5.6198,0.8247,170.2976,2
44,65,11.0404,7.06994,0.1183578,0.16488,0.86245,1.832767,1.832767,0.236,5.6692,0.8302,170.8756,2
44,65,11.2286,7.08728,0.1189678,0.165399,0.346,1.836958,1.836958,0.239,5.7186,0.8357,171.4536,2
44,65,11.4168,7.10462,0.1195778,0.165918,0.057,1.841149,1.841149,0.242,5.768,0.8412,172.0316,2
44,65,11.605,7.12196,0.1201878,1.2603,0.0356,1.84534,1.84534,0.245,5.8174,0.8467,172.6096,2
44,65,11.7932,7.1393,0.1207978,1.2613,0.0464,1.849531,1.849531,0.248,5.8668,0.8522,173.1876,2
44,66,11.9814,7.15664,0.1214078,1.2623,0.038567,1.853722,1.853722,0.251,5.9162,0.8577,173.7656,2
44,66,12.1696,7.17398,0.1220178,1.2633,0.072494,1.857913,1.857913,0.254,5.9656,0.8632,174.3436,2
44,66,12.3578,7.19132,0.1226278,1.2643,0.0206421,1.862104,1.862104,0.257,6.015,0.8687,174.9216,2
44,66,12.546,7.20866,0.1232378,1.2653,0.0240348,1.866295,1.866295,0.26,6.0644,0.8742,175.4996,2
44,66,12.7342,7.226,0.1238478,1.2663,0.0274275,1.870486,1.870486,0.263,6.1138,0.8797,176.0776,2
44,66,12.9224,7.24334,0.1244578,1.2673,0.0208202,1.874677,1.874677,0.266,6.1632,0.8852,176.6556,2
44,66,13.1106,7.26068,0.1250678,1.789,0.0242129,1.878868,1.878868,0.269,6.2126,0.8907,177.2336,2
45,66,13.2988,7.27802,0.1256778,1.7899,0.0276056,1.883059,1.883059,0.272,6.262,0.8962,177.8116,2
45,66,13.487,7.29536,0.1262878,1.7908,0.0309983,1.88725,1.88725,0.275,6.3114,0.9017,178.3896,2
45,66,13.6752,7.3127,0.1268978,1.7917,0.034391,1.891441,1.891441,0.278,6.3608,0.9072,178.9676,2
45,66,13.8634,7.33004,0.1275078,1.7926,0.0377837,1.895632,1.895632,0.281,6.4102,0.9127,179.5456,2
45,66,14.0516,7.34738,0.1281178,1.7935,0.0411764,1.899823,1.899823,0.284,6.4596,0.9182,180.1236,2
45,66,14.2398,7.36472,0.1287278,1.7944,0.0445691,1.904014,1.904014,0.287,6.509,0.9237,180.7016,2
45,66,14.428,7.38206,0.1293378,1.7953,0.0479618,1.908205,1.908205,0.29,6.5584,0.9292,181.2796,2
45,66,14.6162,7.3994,0.1299478,1.7962,0.0513545,1.912396,1.912396,0.293,6.6078,0.9347,181.8576,2
45,66,14.8044,7.41674,0.1305578,1.7971,0.0547472,1.916587,1.916587,0.296,6.6572,0.9402,182.4356,2
45,66,14.9926,7.43408,0.1311678,1.798,0.0581399,1.920778,1.920778,0.299,6.7066,0.9457,183.0136,2
45,66,15.1808,7.45142,0.1317778,1.7989,0.0615326,1.924969,1.924969,0.302,6.756,0.9512,183.5916,2
45,66,15.369,7.46876,0.1323878,1.7998,0.0649253,1.92916,1.92916,0.305,6.8054,0.9567,184.1696,2
45,66,15.5572,7.4861,0.1329978,1.8007,0.068318,1.933351,1.933351,0.308,6.8548,0.9622,184.7476,2
45,66,15.7454,7.50344,0.1336078,1.8016,0.0717107,1.937542,1.937542,0.311,6.9042,0.9677,185.3256,2
45,66,15.9336,7.52078,0.1342178,1.8025,0.0751034,1.941733,1.941733,0.314,6.9536,0.9732,185.9036,2
45,66,16.1218,7.53812,0.1348278,1.8034,0.0784961,1.945924,1.945924,0.317,7.003,0.9787,186.4816,2
45,67,16.31,7.55546,0.1354378,1.8043,0.0818888,1.950115,1.950115,0.32,7.0524,0.9842,187.0596,2
45,67,16.4982,7.5728,0.1360478,1.8052,0.0852815,1.954306,1.954306,0.323,7.1018,0.9897,187.6376,2
45,67,16.6864,7.59014,0.1366578,1.8061,0.0886742,1.958497,1.958497,0.326,7.1512,0.9952,188.2156,2
45,67,16.8746,7.60748,0.1372678,1.807,0.0920669,1.962688,1.962688,0.329,7.2006,1.0007,188.7936,2
45,67,17.0628,7.62482,0.1378778,1.8079,0.0954596,1.966879,1.966879,0.332,7.25,1.0062,189.3716,2
45,67,17.251,7.64216,0.1384878,1.8088,0.0988523,1.97107,1.97107,0.335,7.2994,1.0117,189.9496,2
45,67,17.4392,7.6595,0.1390978,1.8097,0.102245,1.975261,1.975261,0.338,7.3488,1.0172,190.5276,2
45,67,17.6274,7.67684,0.1397078,1.8106,0.1056377,1.979452,1.979452,0.341,7.3982,1.0227,191.1056,2
45,67,17.8156,7.69418,0.1403178,1.8115,0.1090304,1.983643,1.983643,0.344,7.4476,1.0282,191.6836,2
45,67,18.0038,7.71152,0.1409278,1.8124,0.1124231,1.987834,1.987834,0.347,7.497,1.0337,192.2616,2
45,67,18.192,7.72886,0.1415378,1.8133,0.1158158,1.992025,1.992025,0.35,7.5464,1.0392,192.8396,2
45,67,18.3802,0.0023567,0.1421478,1.8142,0.1192085,1.996216,1.996216,0.353,7.5958,1.0447,193.4176,2
45,67,18.5684,0.056894,0.1427578,1.8151,0.1226012,2.000407,2.000407,0.356,7.6452,1.0502,193.9956,2
45,67,18.7566,0.1114313,0.1433678,1.816,0.1259939,2.004598,2.004598,0.359,7.6946,1.0557,194.5736,2
45,67,18.9448,0.1659686,0.1439778,1.8169,0.1293866,2.008789,2.008789,0.362,7.744,1.0612,195.1516,2
45,67,19.133,0.2205059,0.1445878,1.8178,0.1327793,2.01298,2.01298,0.365,7.7934,1.0667,195.7296,2
45,67,19.3212,0.2750432,0.1451978,1.8187,0.136172,2.017171,2.017171,0.368,7.8428,1.0722,196.3076,2
45,67,19.5094,0.3295805,0.1458078,1.8196,0.1395647,2.021362,2.021362,0.371,7.8922,1.0777,196.8856,2
45,67,19.6976,0.3841178,0.1464178,1.8205,0.1429574,2.025553,2.025553,0.374,7.9416,1.0832,197.4636,2
45,67,19.8858,0.4386551,0.1470278,1.8214,0.1463501,2.029744,2.029744,0.377,7.991,1.0887,198.0416,2
45,67,20.074,0.4931924,0.1476378,1.8223,0.1497428,2.033935,2.033935,0.38,8.0404,1.0942,198.6196,2
45,67,20.2622,0.5477297,0.1482478,1.8232,0.1531355,2.038126,2.038126,0.383,8.0898,1.0997,199.1976,2
45,68,20.4504,0.602267,0.1488578,1.8241,0.1565282,2.042317,2.042317,0.386,8.1392,1.1052,199.7756,2
45,68,20.6386,0.6568043,0.1494678,1.825,0.1599209,2.046508,2.046508,0.389,8.1886,1.1107,200.3536,2
45,68,20.8268,0.7113416,0.1500778,1.8259,0.1633136,2.050699,2.050699,0.392,8.238,1.1162,200.9316,2
45,68,21.015,0.7658789,0.1506878,1.8268,0.1667063,2.05489,2.05489,0.395,8.2874,1.1217,201.5096,2
45,68,21.2032,0.8204162,0.1512978,1.8277,0.170099,2.059081,2.059081,0.398,8.3368,1.1272,202.0876,2
45,68,21.3914,0.8749535,0.1519078,1.8286,0.1734917,2.063272,2.063272,0.401,8.3862,1.1327,202.6656,2
45,68,21.5796,0.9294908,0.1525178,1.8295,0.1768844,2.067463,2.067463,0.404,8.4356,1.1382,203.2436,2
46,68,21.7678,0.9840281,0.1531278,1.8304,0.1802771,2.071654,2.071654,0.407,8.485,1.1437,203.8216,2
46,68,21.956,0.013245,0.1537378,1.8313,0.1836698,2.075845,2.075845,0.41,8.5344,1.1492,204.3996,2
46,68,22.1442,0.035689,0.1543478,1.8322,0.1870625,2.080036,2.080036,0.413,8.5838,1.1547,204.9776,2
46,68,22.3324,0.058133,0.1549578,1.8331,0.1904552,2.084227,2.084227,0.416,8.6332,1.1602,205.5556,2
46,68,22.5206,0.080577,0.1555678,1.834,0.1938479,2.088418,2.088418,0.419,8.6826,1.1657,206.1336,2
46,68,22.7088,0.103021,0.1561778,1.8349,0.1972406,2.092609,2.092609,0.422,8.732,1.1712,206.7116,2
46,68,22.897,0.125465,0.1567878,1.8358,0.2006333,2.0968,2.0968,0.425,8.7814,1.1767,207.2896,2
46,68,23.0852,0.147909,0.1573978,1.8367,0.204026,2.100991,2.100991,0.428,8.8308,1.1822,207.8676,2
46,68,23.2734,0.170353,0.1580078,1.8376,0.2074187,2.105182,2.105182,0.431,8.8802,1.1877,208.4456,2
46,68,23.4616,0.192797,0.1586178,1.8385,0.2108114,2.109373,2.109373,0.434,8.9296,1.1932,209.0236,2
46,68,23.6498,0.215241,0.1592278,1.8394,0.2142041,2.113564,2.113564,0.437,8.979,1.1987,209.6016,2
46,69,23.838,0.237685,0.1598378,1.8403,0.2175968,2.117755,2.117755,0.44,9.0284,1.2042,210.1796,2
46,69,24.0262,0.260129,0.1604478,1.8412,0.2209895,2.121946,2.121946,0.443,9.0778,1.2097,210.7576,2
46,69,24.2144,0.282573,0.1610578,1.8421,0.2243822,2.126137,2.126137,0.446,9.1272,1.2152,211.3356,2
46,69,24.4026,0.305017,0.1616678,1.843,0.2277749,2.130328,2.130328,0.449,9.1766,1.2207,211.9136,2
46,69,24.5908,0.327461,0.1622778,1.8439,0.2311676,2.134519,2.134519,0.452,9.226,1.2262,212.4916,2
46,69,24.779,0.349905,0.1628878,1.8448,0.2345603,2.13871,2.13871,0.455,9.2754,1.2317,213.0696,2
46,69,24.9672,0.372349,0.1634978,1.8457,0.237953,2.142901,2.142901,0.458,9.3248,1.2372,213.6476,2
46,69,25.1554,0.394793,0.1641078,1.8466,0.2413457,2.147092,2.147092,0.461,9.3742,1.2427,214.2256,2
46,69,25.3436,0.417237,0.1647178,1.8475,0.2447384,2.151283,2.151283,0.464,9.4236,1.2482,214.8036,2
46,69,25.5318,0.439681,0.1653278,1.8484,0.2481311,2.155474,2.155474,0.467,9.473,1.2537,215.3816,2
46,69,25.72,0.462125,0.1659378,1.8493,0.2515238,2.159665,2.159665,0.47,9.5224,1.2592,215.9596,2
46,69,25.9082,0.484569,0.1665478,1.8502,0.2549165,2.163856,2.163856,0.473,9.5718,1.2647,216.5376,2
